year,index,language,discipline,context,alternatives_intro,alternative_A,alternative_B,alternative_C,alternative_D,alternative_E,correct_alternative,has_images
2019,165,,matematica,"O álcool é um depressor do sistema nervoso central e age diretamente em diversos órgãos. A concentração de álcool no sangue pode ser entendida como a razão entre a quantidade _**q**_ de álcool ingerido, medida em grama, e o volume de sangue, em litro, presente no organismo do indivíduo. Em geral, considera-se que esse volume corresponda ao valor numérico dado por 8% da massa corporal **_m_** desse indivíduo, medida em quilograma. De acordo com a Associação Médica Americana, uma concentração alcoólica superior a 0,4 grama por litro de sangue é capaz de trazer prejuízos à saúde do indivíduo.

_Disponível em: http://cisa.org.br._ _Acesso em: 1 dez. 2018 (adaptado)._","A expressão relacionando q e m que representa a concentração alcoólica prejudicial à saúde do indivíduo, de acordo com a Associação Médica Americana, é",,,,,,E,False
2019,166,,matematica,"Construir figuras de diversos tipos, apenas dobrando e cortando papel, sem cola e sem tesoura, é a arte do _origami_ (_ori_ = dobrar; _kami_ = papel), que tem um significado altamente simbólico no Japão.

A base do _origami_ é o conhecimento do mundo por base do tato. Uma jovem resolveu construir um cisne usando técnica do _origami_, utilizando uma folha de papel de 18 cm por 12 cm.

Assim, começou por dobrar a folha conforme a figura.

![](https://enem.dev/2019/questions/166/3133b67a-fdb3-4ce8-8371-67b7a04d89e4.png)","Após essa primeira dobradura, a medida do segmento AE é",2√22 ​cm,6√3 ​cm,12cm.,6√​5​​ cm,12√​2 ​cm,D,True
2019,167,,matematica,"Os alunos de uma turma escolar foram divididos em dois grupos. Um grupo jogaria basquete, enquanto o outro jogaria futebol.

Sabe-se que o grupo de basquete é formado pelos alunos mais altos da classe e tem uma pessoa a mais do que o grupo de futebol.

A tabela seguinte apresenta informações sobre as alturas dos alunos da turma.

Os alunos P, J, F e M medem, respectivamente, 1,65m, 1,66m, 1,67m e 1,68m, e as suas alturas não são iguais a de nenhum outro colega da sala.

![](https://enem.dev/2019/questions/167/8df2118f-dc0e-4a87-9163-13821fa2e168.png)","Segundo essas informações, argumenta-se que os alunos P, J, F e M jogaram, respectivamente,","Basquete, basquete, basquete, basquete.","Futebol, basquete, basquete, basquete.","Futebol, futebol, basquete, basquete.","Futebol, futebol, futebol, basquete.","Futebol, futebol, futebol, futebol.",C,True
2019,168,,matematica,"Uma empresa tem diversos funcionários. Um deles é o gerente, que recebe R$ 1000,00 por semana.  
Os outros funcionários são diaristas. Cada um trabalha 2 dias por semana, recebendo R$ 80,00 por dia trabalhado.","Chamando de X a quantidade total de funcionários da empresa, a quantia Y, em reais, que esta empresa gasta semanalmente para pagar seus funcionários é expressa por",Y = 80X + 920.,Y = 80X + 1000.,Y = 80X + 1080.,Y = 160X + 840.,Y = 160X + 1000.,D,False
2019,169,,matematica,"Um aplicativo de relacionamentos funciona da seguinte forma: o usuário cria um perfil com foto e informações pessoais, indica as características dos usuários com quem deseja estabelecer contato e determina um raio de abrangência a partir da sua localização. O aplicativo identifica as pessoas que se encaixam no perfil desejado e que estão a uma distância do usuário menor ou igual ao raio de abrangência. Caso dois usuários tenham perfis compatíveis e estejam numa região de abrangência comum a ambos, o aplicativo promove o contato entre os usuários, o que é chamado de _match_.

O usuário P define um raio de abrangência com medida de 3 km e busca ampliar a possibilidade de obter um _match_ se deslocando para a região central da cidade, que concentra um maior número de usuários. O gráfico ilustra alguns bares que o usuário P costuma frequentar para ativar o aplicativo, indicados por I, II, III, IV e V.

Sabe-se que os usuários Q, R e S, cujas posições estão descritas pelo gráfico, são compatíveis com o usuário P, e que estes definiram raios de abrangência respectivamente iguais a 3 km, 2 km e 5 km.

![](https://enem.dev/2019/questions/169/ff47c4f5-3e9b-42b5-adf5-40b08eb93a07.jpg)","Com base no gráfico e nas afirmações anteriores, em qual bar o usuário P teria a possibilidade de um match com os usuários R, R e S, simultaneamente?",I.,II.,III.,IV.,V.,A,True
2019,17,,linguagens,"**Os tipos cheios de si**

O difícil é encontrar quem nunca cruzou com (ou se passou por) um desses on-line.

![](https://enem.dev/2019/questions/17/e0118f53-9f2d-472e-b5ff-8fe239c78125.png)

Disponível em: http://epoca.globo.com. Acesso em: 20 mar. 2014.","De acordo com esse infográfico, as redes sociais estimulam diferentes comportamentos dos usuários que revelam",Exposição exagerada dos indivíduos.,Comicidade ingênua dos usuários.,Engajamento social das pessoas.,Disfarce do sujeito por meio de avatares.,Autocrítica dos internautas.,A,True
2019,170,,matematica,"A bula de um antibiótico infantil, fabricado na forma de xarope, recomenda que sejam ministrados, diariamente, no máximo 500 mg desse medicamento para cada quilograma de massa do paciente. Um pediatra prescreveu a dosagem máxima desse antibiótico para ser ministrada diariamente a uma criança de 20 kg pelo período de 5 dias.

Esse medicamento pode ser comprado em frascos de 10 mL, 50 mL, 100 mL, 250 mL e 500 mL. Os pais dessa criança decidiram comprar a quantidade exata de medicamento que precisará ser ministrada no tratamento, evitando a sobra de medicamento.

Considere que 1 g desse medicamento ocupe um volume de 1 cm³.","A capacidade do frasco, em mililitro, que esses pais deverão comprar é",10,50,100,250,500,B,False
2019,171,,matematica,"Uma empresa confecciona e comercializa um brinquedo formado por uma locomotiva, pintada na cor preta, mais 12 vagões de iguais formato e tamanho, numerados de 1 a 12. Dos 12 vagões, 4 são pintados na cor vermelha, 3 na cor azul, 3 na cor verde e 2 na cor amarela. O trem é montado utilizando-se uma locomotiva e 12 vagões, ordenados crescentemente segundo suas  numerações, conforme ilustrado na figura.

![](https://enem.dev/2019/questions/171/c821eb9f-30e3-4fe1-84e7-8522a706223d.png)","De acordo com as possíveis variações nas colorações dos vagões, a quantidade de trens que podem ser montados, expressa por meio de combinações, é dada por",C412 x C312 x C312 x C212,C412 + C38 + C35 + C22,C412 x 2 x C38 x C25,C412 + 2 + C312 + C312,C412 x C38 x C35 x C22,E,True
2019,172,,matematica,"O gráfico a seguir mostra a evolução mensal das vendas de certo produto de julho a novembro de 2011.

![](https://enem.dev/2019/questions/172/4edb5f3b-3acb-4c8a-8f39-bdd23d843061.png)

Sabe-se que o mês de julho foi o pior momento da empresa em 2011 e que o número de unidades vendidas desse produto em dezembro de 2011 foi igual à média aritmética do número de unidades vendidas nos meses de julho a novembro do mesmo ano.

O gerente de vendas disse, em uma reunião da diretoria, que, se essa redução no número de unidades vendidas de novembro para dezembro de 2011 se mantivesse constante nos meses subsequentes, as vendas só voltariam a ficar piores que julho de 2011 apenas no final de 2012.","O diretor financeiro rebateu imediatamente esse argumento mostrando que, mantida a tendência, isso aconteceria já em",Janeiro.,Fevereiro.,Março.,Abril.,Maio.,D,True
2019,173,,matematica,"Em um determinado ano, os computadores da receita federal de um país identificaram como inconsistentes 20% das declarações de imposto de renda que lhe foram encaminhadas.  
Uma declaração é classificada como inconsistente quando apresenta algum tipo de erro ou conflito nas informações prestadas. Essas declarações consideradas inconsistentes foram analisadas pelos auditores, que constataram que 25% delas eram fraudulentas.

Constatou-se, ainda, que, dentre as declarações que não apresentaram inconsistências, 6,25% eram fraudulentas.","Qual é a probabilidade de, nesse ano, a declaração de um contribuinte ser considerada inconsistente, dado que ela era fraudulenta?","0,0500","0,1000","0,1125","0,3125","0,5000",E,False
2019,174,,matematica,"A taxa de urbanização de um município é dada pela razão entre a população urbana e a população total do município (isto é, a soma das populações rural e urbana).

Os gráficos apresentam, respectivamente, a população urbana e a população rural de cinco municípios (I, II, III, IV, V) de uma mesma região estadual. Em reunião entre o governo do estado e os prefeitos desses municípios, ficou acordado que o município com maior taxa de urbanização receberá um investimento extra em infraestrutura.

![](https://enem.dev/2019/questions/174/0daf8f71-8278-440e-bd88-2dbf13acb2e0.png)","Segundo o acordo, qual município receberá o investimento extra?",I.,II.,III.,IV.,V.,C,True
2019,175,,matematica,"Uma construtora pretende conectar um reservatório central (Rc) em formato de um cilindro, com raio interno igual a 2 m e altura interna igual a 3,30 m, a quatro reservatórios cilíndricos auxiliares (R1, R2, R3 e R4), os quais possuem raios internos e alturas internas medindo 1,5 m.

![](https://enem.dev/2019/questions/175/6eeec785-2f50-4d22-b6da-0a4570b9f881.png)

As ligações entre o reservatório central e os auxiliares são feitas por canos cilíndricos com 0,10 m de diâmetro interno e 20 m de comprimento, conectados próximos às bases de cada reservatório.  
Na conexão de cada um desses canos com o reservatório central ha registros que liberam ou interrompem o fluxo de água.

No momento em que o reservatório central está cheio e os auxiliares estão vazios, abrem-se os quatro registros e, após algum tempo, as alturas das colunas de água nos reservatórios se igualam, assim que cessa o fluxo de água entre eles, pelo princípio dos vasos comunicantes.","A medida, em metro, das alturas das colunas de água nos reservatórios auxiliares, após cessar o fluxo de água entre eles, é","1,44.","1,16","1,10.","1,00.","0,95.",D,True
2019,176,,matematica,"Para construir uma piscina, cuja área total da superfície interna é igual a 40 m², uma construtora apresentou o seguinte orçamento:

• R$ 10 000,00 pela elaboração do projeto;

• R$ 40 000,00 pelos custos fixos;

• R$ 2 500,00 por metro quadrado para construção da área interna da piscina.

Após a apresentação do orçamento, essa empresa decidiu reduzir o valor de elaboração do projeto em 50%, mas recalculou o valor do metro quadrado para a construção da área interna da piscina, concluindo haver a necessidade de aumentá-lo em 25%. Além disso, a construtora pretende dar um desconto nos custos fixos, de maneira que o novo valor do orçamento seja reduzido em 10% em relação ao total inicial.",O percentual de desconto que a construtora deverá conceder nos custos fixos é de,"23,3%.","25,0%.","50,0%.","87,5%.","100,0%.",D,False
2019,177,,matematica,"Um grupo de engenheiros está projetando um motor cujo esquema de deslocamento vertical do pistão dentro da câmara de combustão esta representado na figura.

descreve como varia a altura h, medida em centímetro, da parte superior do pistão dentro da câmara de combustão, em função do tempo t, medido em segundo. Nas figuras estão indicadas as alturas do pistão em dois instantes distintos.

O valor do parâmetro β, que é dado por um número inteiro positivo, está relacionado com a velocidade de deslocamento do pistão. Para que o motor tenha uma boa potência, é necessário e suficiente que, em menos de 4 segundos após o início do funcionamento (instante t = 0), a altura da base do pistão alcance por três vezes o valor de 6 cm.

Para os cálculos, utilize 3 como aproximação para π.

![](https://enem.dev/2019/questions/177/000e6ab5-5267-4411-a21d-3c05d89f2832.png)","O menor valor inteiro a ser atribuído ao parâmetro β, de forma que o motor a ser construído tenha boa potência, é",1.,2.,4.,5.,8.,D,True
2019,178,,matematica,"Um comerciante, que vende somente pastel, refrigerante em lata e caldo de cana em copos, fez um levantamento das vendas realizadas durante a semana. O resultado desse levantamento está apresentado no gráfico.

![](https://enem.dev/2019/questions/178/91a4ab56-2851-496f-9121-d38813d52781.png)

Ele estima que venderá, em cada dia da próxima semana, uma quantidade de refrigerante em lata igual à soma das quantidades de refrigerante em lata e caldo de cana em copos vendidas no respectivo dia da ultima semana.

Quanto aos pastéis, estima vender, a cada dia da próxima semana, uma quantidade igual à quantidade de refrigerante em lata que prevê vender em tal dia. Já para o número de caldo de cana em copos, estima que as vendas diárias serão iguais às da ultima semana.","Segundo essas estimativas, a quantidade a mais de pastéis que esse comerciante deve vender na próxima semana é",20.,27.,44.,55.,71.,B,True
2019,179,,matematica,"Nos seis cômodos de uma casa há sensores de presença posicionados de forma que a luz de cada cômodo acende assim que uma pessoa nele adentra, e apaga assim que a pessoa se retira desse cômodo. Suponha que o acendimento e o desligamento sejam instantâneos.

O morador dessa casa visitou alguns desses cômodos, ficando exatamente um minuto em cada um deles. O gráfico descreve o consumo acumulado de energia, em watt x minuto, em função do tempo t, em minuto, das lâmpadas de LED dessa casa, enquanto a figura apresenta a planta baixa da casa, na qual os cômodos estão numerados de 1 a 6, com as potências das respectivas lâmpadas indicadas.

![](https://enem.dev/2019/questions/179/3c23edf9-5531-4ae5-b328-9b0a6b31fdc1.png)","A sequência de deslocamento pelos cômodos, conforme o consumo de energia apresentado no gráfico, é",1 → 4 → 5 → 4 → 1 → 6 → 1 → 4,1 → 2 → 3 → 1 → 4 → 1 → 4 → 4,1 → 4 → 5 → 4 → 1 → 6 → 1 → 2 → 3,1 → 2 → 3 → 5 → 4 → 1 → 6 → 1 → 4,1 → 4 → 2 → 3 → 5 → 1 → 6 → 1 → 4,A,True
2019,18,,linguagens,,"O que é software livre
Software livre é qualquer programa de computador construído de forma colaborativa, via internet, por uma comunidade internacional de desenvolvedores indepen – dentes. São centenas de milhares de hackers, que negam sua associação com os “violadores de segurança”. Esses desenvolvedores de software se recusam a reconhecer o significado pejorativo do termo e continuam usando a palavra hacker para indicar “alguém que ama programar e que gosta de ser hábil e engenhoso”. Além disso, esses programas são entregues à comunidade com o código fonte aberto e disponível, permitindo que a ideia original possa ser aperfeiçoada e devolvida novamente à comunidade. Nos programas convencionais, o código de programação é secreto e de propriedade da empresa que o desenvolveu, sendo quase impossível decifrar a programação.
O que está em jogo é o controle da inovação tecnológica. Software livre é uma questão de liberdade de expressão e não apenas uma relação econômica. Hoje existem milhares de programas alternativos construídos dessa forma e uma comunidade de usuários com milhões de membros no mundo.
BRANCO, M. Software livre e desenvolvimento social e econômico. In: CASTELLS, M.; CARDOSO, G. (Org). A sociedade em rede: do conhecimento à ação política. Lisboa: Imprensa Nacional, 2005 (adaptado).
 
A criação de softwares livres contribui para a produção do conhecimento na sociedade porque",Democratiza o acesso a produtos construídos coletivamente.,Complexifica os sistemas operacionais disponíveis no mercado.,Qualifica um maior número de pessoas para o uso de tecnologias.,Possibilita a coleta de dados confidenciais para seus desenvolvedores.,Insere profissionalmente os hackers na área de inovação tecnológica.,A,False
2019,180,,matematica,"Um casal planejou uma viagem e definiu como teto para o gasto diário um valor de até R$ 1 000,00. Antes de decidir o destino da viagem, fizeram uma pesquisa sobre a taxa de câmbio vigente para as moedas de cinco países que desejavam visitar e também sobre as estimativas de gasto diário em cada um, com o objetivo de escolher o destino que apresentasse o menor custo diário em real.

O quadro mostra os resultados obtidos com a pesquisa realizada.

![](https://enem.dev/2019/questions/180/8813c78d-9c4b-4850-bbd4-f5591bd28537.png)","Nessas condições, qual será o destino escolhido para a viagem?",Austrália.,Canadá.,EUA.,França.,Reino Unido.,A,True
2019,19,,linguagens,,"Expostos na web desde a gravidez
Mais da metade das mães e um terço dos pais ouvidos em uma pesquisa sobre compartilhamento paterno em mídias sociais discutem nas redes sociais sobre a educação dos filhos. Muitos são pais e mães de primeira viagem, frutos da geração Y (que nasceu junto com a internet) e usam esses canais para saberem que não estão sozinhos na empreitada de educar uma criança. Há, contudo, um risco no modo como as pessoas estão compartilhando essas experiências. É a chamada exposição parental exagerada, alertam os pesquisadores.
De acordo com os especialistas no assunto, se você compartilha uma foto ou video do seu filho pequeno fazendo algo ridículo, por achar engraçadinho, quando a criança tiver seus 11, 12 anos, pode se sentir constrangida. A autoconsciência vem com a idade.
A exibição da privacidade dos filhos começa a assumir uma característica de linha do tempo e eles não participaram da aprovação ou recusa quanto à veiculação desses conteúdos. Assim, quando a criança cresce, sua privacidade pode já estar violada.
OTONI, A. C. O Globo, 31 mar. 2015 (adaptado).
Sobre o compartilhamento parental excessivo em mídias sociais, o texto destaca como impacto o(a)",Interferência das novas tecnologias na comunicação entre pais e filhos.,Desatenção dos pais em relação ao comportamento dos filhos na internet.,Distanciamento na relação entre pais e filhos é provocado pelo uso das redes sociais.,Fortalecimento das redes de relações decorrente da troca de experiências entre as famílias.,Desrespeito à intimidade das crianças cujas imagens têm sido divulgadas nas redes sociais.,E,False
2019,2,espanhol,linguagens,"**Millennials: Así es la generación que ya no recuerda**  
**cómo era el mundo sin Internet**

Algunos los llaman generación Y, otros “Millennials”, generación del milenio o incluso “Echo Boomers”.  
Nacieron y crecieron en una era de rápido desarrollo de las nuevas tecnologías, y casi no recuerdan cómo era el mundo sin Internet.  
Son idealistas, impacientes y están bien preparados académicamente. Muchos de ellos han tenido oportunidad de viajar por el mundo a una edad temprana,  
de estudiar en las mejores universidades y de trabajar en empresas multinacionales y extranjeras.  
La generación Y se compone de este tipo de personas que quieren todo a la vez. No están dispuestos a soportar un trabajo poco interesante y rutinario, no quieren dejar las cosas buenas para luego. Lo que sí quieren es dejar su huella en la historia, vivir una vida interesante, formar parte de algo grande, crecer y desarrollarse, cambiar el mundo que les rodea, y no solo ganar dinero.

Disponível em: https://actualidad.rt.com. Acesso em: 4 dez. 2018.","O texto aponta características e interesses da “Geração Y”. Nele, a expressão dejar su huella refere-se a um dos desejos dessa geração, que é o de",Conhecer diferentes lugares.,Fazer a diferença no mundo.,Aproveitar todas as oportunidades.,Obter uma formação acadêmica de excelência.,Conquistar boas colocações no mundo do trabalho.,B,False
2019,2,ingles,linguagens,"LETTER TO THE EDITOR: Sugar fear-mongering unhelpful

By The Washington Times Tuesday, June 25, 2013

In his recent piece “Is obesity a disease?” (Web, June 19), Dr. Peter Lind refers to high-fructose corn syrup and other “manufactured sugars” as “poison” that will “guarantee storage of fat in the body.” Current scientific research strongly indicates that obesity results from excessive calorie intake combined with a sedentary lifestyle. The fact is Americans are consuming more total calories now than ever before. According to the U.S. Department of Agriculture, our total per-capita daily caloric intake increased by 22 percent from 2,076 calories per day in 1970 to 2,534 calories per day in 2010 — an additional 458 calories, only 34 of which come from increased added sugar intake. A vast majority of these calories come from increased fats and flour/ cereals. Surprisingly, the amount of caloric sweeteners (i.e. sugar, high-fructose, corn syrup, honey, etc.). Americans consume has actually decreased over the past decade. We need to continue to study the obesity epidemic to see what more can be done, but demonizing one specific ingredient accomplishes nothing and raises unnecessary fears that get in the way of real solutions.

JAMES M. RIPPE Shrewsbury, Mass.

<p style=”text-align: right;”><strong>Dispon&iacute;vel em:</strong> www.washingtontimes.com. Acesso em: 29 jul. 2013 (adaptado).</p>","Ao abordar o assunto “obesidade”, em uma seção de jornal, o autor",Defende o consumo liberado de açúcar.,Aponta a gordura como o grande vilão da saúde.,Demonstra acreditar que a obesidade não é preocupante.,Indica a necessidade de mais pesquisas sobre o assunto.,Enfatiza a redução de ingestão de calorias pelos americanos.,D,False
2019,20,,linguagens,,"O projeto DataViva consiste na oferta de dados oficiais sobre exportações, atividades econômicas, localidades e ocupações profissionais de todo o Brasil. Num primeiro momento, o DataViva construiu uma ferramenta que permitia a análise da economia mineira embasada por essa perspectiva metodológica complexa e diversa. No entanto, diante das possibilidades oferecidas pelas bases de dados trabalhadas, a plataforma evoluiu para um sistema mais completo. De maneira interativa e didática, o usuário é guiado por meio das diversas formas de navegação dos aplicativos. Além de informações sobre os produtos exportados, bem como acerca do volume das exportações em cada um dos estados e municípios do País, em poucos cliques, o interessado pode conhecer melhor o perfil da população, o tipo de atividade desenvolvida, as ocupações formais e a média salarial por categoria.
MANTOVANI. C. A. Guardião de informações. Minas faz Ciência. n. 58. jun.-jul.-ago 2014 (adaptado).
Entre as novas possibilidades promovidas pelo desenvolvimento de novas tecnologias, o texto destaca a",Auditoria das ações de governo.,Publicidade das entidades públicas.,Obtenção de informações estratégicas.,Disponibilidade de ambientes coletivos.,Comunicação entre órgãos administrativos.,C,False
2019,21,,ciencias-humanas,,"Menina
A máquina de costura avançava decidida sobre o pano, Que bonita que a mãe era, com os alfinetes na boca. Gostava de olhá-la calada, estudando seus gestos, enquanto recortava retalhos de pano com a tesoura. Interrompia às vezes seu trabalho, era quando a mãe precisava da tesoura. Admirava o jeito decidido da mãe ao cortar pano, não hesitava nunca, nem errava. A mãe sabia tanto! Tita chamava-a de ( ) como quem diz ( ). Tentava não pensar as palavras, mas sabia que na mesma hora da tentativa tinha-as pensado. Oh, tudo era tão difícil. A mãe saberia o que ela queria perguntar-lhe intensamente agora quase com fome depressa depressa antes de morrer, tanto que não se conteve e — Mamãe, o que é desquitada? — atirou rápida com uma voz sem timbre. Tudo ficou suspenso, se alguém gritasse o mundo acabava ou Deus aparecia — sentia Ana Lúcia. Era muito forte aquele instante, forte demais para uma menina, a mãe parada com a tesoura no ar, tudo sem solução podendo desabar a qualquer pensamento, a máquina avançando desgo – vernada sobre o vestido de seda brilhante espalhando luz luz luz.
ÂNGELO. I. Menina. In: A face horrível. São Paulo: Lazuli, 2017.
 
Escrita na década de 1960, a narrativa põe em evidência uma dramaticidade centrada na",Insinuação da lacuna familiar gerada pela ausência da figura paterna.,Associação entre a angústia da menina e a reação intempestiva da mãe.,Relação conflituosa entre o trabalho doméstico e a emancipação feminina.,Representação de estigmas sociais modulados pela perspectiva da criança.,Expressão de dúvidas existenciais intensificadas pela percepção do abandono.,D,False
2019,22,,linguagens,"**Uma ouriça**

Se o de longe esboça lhe chegar perto,

se fecha (convexo integral de esfera),

se eriça (bélica e multiespinhenta):

e, esfera e espinho, se ouriça à espera.

Mas não passiva (como ouriço na loca);

nem só defensiva (como se eriça o gato);

sim agressiva (como jamais o ouriço),

do agressivo capaz de bote, de salto

(não do salto para trás, como o gato):

daquele capaz de salto para o assalto.

Se o de longe lhe chega em (de longe),

de esfera aos espinhos, ela se desouriça.

Reconverte: o metal hermético e armado

na carne de antes (côncava e propícia),

e as molas felinas (para o assalto),

nas molas em espiral (para o abraço).

**MELO NETO, J. C.** _A educação pela pedra_. Rio de Janeiro:  
Nova Fronteira, 1997.","Com apuro formal, o poema tece um conjunto semântico que metaforiza a atitude feminina de",Tenacidade transformada em brandura.,Obstinação traduzida em isolamento.,Inércia provocada pelo desejo platônico.,Irreverência cultivada de forma cautelosa.,Desconfiança consumada pela intolerância.,A,False
2019,23,,linguagens,![](https://enem.dev/2019/questions/23/8bf66e27-d571-42d2-8e89-6c219f136985.png),"Nesse cartaz, o uso da imagem do calçado aliada ao texto verbal tem o objetivo de",Criticar as difíceis condições de vida dos refugiados.,Revelar a longa trajetória percorrida pelos refugiados.,Incentivar a campanha de doações para os refugiados.,Denunciar a situação de carência vivida pelos refugiados.,Simbolizar a necessidade de adesão à causa dos refugiados.,E,True
2019,24,,linguagens,"**Blues da piedade**

Vamos pedir piedade  
Senhor, piedade  
Pra essa gente careta e covarde  
Vamos pedir piedade  
Senhor, piedade  
Lhes dê grandeza e um pouco de coragem

**CAZUZA.** _Cazuza: o poeta não morreu_. Rio de Janeiro:  
Universal Music, 2000 (fragmento).","Todo gênero apresenta elementos constitutivos que condicionam seu uso em sociedade. A letra de canção identifica-se com o gênero ladainha, essencialmente, pela utilização da sequência textual","Expositiva, por discorrer sobre um dado tema.","Narrativa, por apresentar uma cadeia de ações.","Injuntiva, por chamar o interlocutor à participação.","Descritiva, por enumerar características de um personagem.","Argumentativa, por incitar o leitor a uma tomada de atitude.",C,False
2019,25,,linguagens,"Com o enredo que homenageou o centenário do Rei do Baião, Luiz Gonzaga, a Unidos da Tijuca foi coroada no Carnaval 2012.  
A penúltima escola a entrar na Sapucaí, na segunda noite de desfiles, mergulhou no universo do cantor e compositor brasileiro e trouxe a cultura nordestina com criatividade para a Avenida, com o enredo _O dia em que toda a realeza desembarcou na Avenida para coroar o Rei Luiz do Sertão_.

Disponível em: www.cultura.rj.gov.br.  
Acesso em: 15 maio 2012 (adaptado).",A notícia relata um evento cultural que marca a,Primazia do samba sobre a música nordestina.,Inter-relação entre dois gêneros musicais brasileiros.,Valorização das origens oligárquicas da cultura nordestina.,Proposta de resgate de antigos gêneros musicais brasileiros.,Criatividade em compor um samba-enredo em homenagem a uma pessoa.,B,False
2019,26,,linguagens,"**TEXTO I**

O Estatuto do Idoso completou 15 anos em 2018 e 56 no primeiro semestre o Disque 100 recebeu 16 mil denúncias de violacão de direitos dos idosos em todo o País.

Para especialistas da área, o aumento no número de denúncias pode ser consequência do encorajamento dos mais velhos na busca pelos direitos. Mas também pode refletir uma onda crescente de violência na sociedade e dentro das próprias famílias.

Políticas públicas mais eficazes no atendimento ao idoso são o mínimo que um país deve estabelecer. O Brasil está ficando para trás e é preciso levar em consideração que o País envelhece (tendência mundial) sem estar preparado para arcar com os desafios, como criar uma rede de proteção, preparar os serviços de saúde pública e dar suporte às famílias que precisam cuidar de seus idosos dependentes,

Disponível em: www.folhadelondrina.com.br. Acesso em: 9 dez. 2018 (adaptado).

**TEXTO II**

![](https://enem.dev/2019/questions/26/80aa97e4-a160-4160-9ac9-ebd2e754e774.png)

Disponível em: www.brasil.gov.br. Acesso em: 9 dez. 2018.","Na comparação entre os textos, conclui-se que as regras do Estatuto do Idoso",Apresentam vantagens em relação às de outros países.,São ignoradas pelas famílias responsáveis por idosos.,Alteram a qualidade de vida das pessoas com mais de 60 anos.,Precisam ser revistas em razão do envelhecimento da população.,Contrastam com as condições de vida proporcionadas pelo País.,E,True
2019,27,,linguagens,,"Educação para a saúde mediante programas de educação física escolar
A educação para a saúde deverá ser alcançada mediante interação de ações que possam envolver o próprio homem mediante suas atitudes frente às exigências ambientais representadas pelos hábitos alimentares, estado de estresse, opções de lazer, atividade física, agressões climáticas etc. Dessa forma, parece evidente que o estado de ser saudável não é algo estático. Pelo contrário, torna-se necessário adquirí-lo e construílo de forma indivi dua lizada constantemente ao longo de toda a vida, apontando para o fato de que saúde é educável e, portanto, deve ser tratada não apenas com base em referenciais de natureza biológica e higienista, mas sobretudo em um contexto didático-pedagógico.
GUEDES, D. P. Motriz, n. 1, 1999.
A educação para a saúde pressupõe a adoção de comportamentos com base na interação de fatores relacionados à",A adesão a programas de lazer.,Opção por dietas balanceadas.,Constituição de hábitos saudáveis.,Evasão de ambientes estressores.,Realização de atividades físicas regulares.,C,False
2019,28,,linguagens,"Os subúrbios do Rio de Janeiro foram a primeira coisa a aparecer no mundo, antes mesmo dos vulcões e dos cachalotes, antes de Portugal invadir, antes do  
Getúlio Vargas mandar construir casas populares. O bairro do Queím, onde nasci e cresci, é um deles. Aconchegado entre o Engenho Novo e Andaraí, foi feito daquela argila primordial, que se aglutinou em diversos formatos: cães soltos, moscas e morros, uma estação de trem, amendoeiras e barracos e sobrados, botecos e arsenais de guerra, armarinhos e bancas de jogo do bicho e um terreno enorme reservado para o cemitério. Mas tudo ainda estava vazio: faltava gente.  
Não demorou. As ruas juntaram tanta poeira que o homem não teve escolha a não ser passar a existir, para varrê-las. À tardinha, sentar na varanda das casas e reclamar da pobreza, falar mal dos outros e olhar para as calçadas encardidas de sol, os ônibus da volta do trabalho sujando tudo de novo.

**HERINGER, V.** _O amor dos homens avulsos_.  
São Paulo: Cia. das Letras, 2016.","Traçando a gênese simbólica de sua cidade, o narrador imprime ao texto um sentido estético fundamentado na",Excentricidade dos bairros cariocas de sua infância.,Perspectiva caricata da paisagem de traços deteriorados.,Importância dos fatos relacionados à história dos subúrbios.,Diversidade dos tipos humanos identificados por seus hábitos.,Experiência do cotidiano marcado pelas necessidades e urgências.,B,False
2019,29,,linguagens,"A rede é, antes de tudo, um instrumento de comunicação entre pessoas, um laço virtual em que as comunidades auxiliam seus membros a aprender o que querem saber. Os dados não representam senão a matéria-prima de um processo intelectual e social vivo, altamente elaborado. Enfim, toda inteligência coletiva do mundo jamais dispensará a inteligência pessoal, o esforço individual e o tempo necessário para aprender, pesquisar, avaliar e integrar-se a diversas comunidades, sejam elas virtuais ou não. A rede jamais pensará em seu lugar, fique tranquilo.

**LÉVY, P.** _A máquina universo: criação, cognição e cultura_  
_informática._ Porto Alegre: Artmed, 1998.","No contexto das novas tecnologias de informação e comunicação, a circulação de saberes depende da",Otimização do tempo.,Confiabilidade dos sites.,Contribuição dos usuários.,Quantidade de informação.,Colaboração de intelectuais.,C,False
